 
 ________________________________________
 
 i     Parity    J        energy       Tz
    1   -1    0   5.55856   1
 
11 4        0.96335
11 6       -0.00299
15 2       -0.02861
19 4        0.07053
19 6       -0.21818
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   69   -1    2  24.72688   1
 
 -  p(h)^-1 -
 8 3       -0.06760
 8 5       -0.03420
10 3       -0.02549
12 3       -0.05027
12 5        0.01141
16 1        0.03969
20 3        0.99423
20 5        0.02966
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   70   -1    2  26.37662   0
 
 -  p(h)^-1 -
 7 3       -0.01968
 7 5       -0.03110
 9 3        0.02974
11 3       -0.03919
11 5       -0.00330
15 1       -0.02692
19 3        0.97947
19 5        0.03361
 8 4       -0.03567
 8 6        0.00352
10 4        0.00975
12 4       -0.00074
12 6        0.01566
16 2       -0.00222
20 4       -0.18243
20 6       -0.00937
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   71   -1    2  27.80625   0
 
 -  p(h)^-1 -
 7 3       -0.03648
 7 5       -0.00723
 9 3        0.00121
11 3       -0.01425
11 5        0.01178
15 1       -0.01434
19 3        0.17959
19 5        0.00303
 8 4       -0.03680
 8 6       -0.03120
10 4       -0.02821
12 4       -0.04282
12 6        0.00107
16 2       -0.03079
20 4        0.97929
20 6        0.02999
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   72   -1    2  30.29592  -1
 
 -  p(h)^-1 -
 7 4       -0.07630
 7 6       -0.03762
 9 4        0.02566
11 4       -0.05085
11 6        0.01063
15 2        0.04209
19 4        0.99315
19 6        0.03576
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   73   -1    2  37.55366   1
 
 -  p(h)^-1 -
 8 3        0.01734
 8 5        0.02350
10 3        0.02212
12 3        0.02255
12 5       -0.00774
16 1        0.99793
20 3       -0.03511
20 5       -0.03158
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   74   -1    2  39.56517   0
 
 -  p(h)^-1 -
 7 3        0.00984
 7 5        0.01971
 9 3       -0.02191
11 3        0.01693
11 5       -0.00475
15 1       -0.99637
19 3       -0.02596
19 5       -0.02943
 8 4        0.00831
 8 6        0.00414
10 4        0.00217
12 4        0.00613
12 6       -0.00269
16 2       -0.06465
20 4       -0.01007
20 6       -0.00269
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   75   -1    2  41.04581   0
 
 -  p(h)^-1 -
 7 3       -0.00625
 7 5       -0.00195
 9 3       -0.00042
11 3       -0.00272
11 5        0.00257
15 1       -0.06558
19 3        0.00518
19 5       -0.00064
 8 4       -0.00856
 8 6       -0.01992
10 4       -0.02141
12 4       -0.01772
12 6        0.00502
16 2        0.99638
20 4        0.02582
20 6        0.03021
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   76   -1    2  43.19123  -1
 
 -  p(h)^-1 -
 7 4        0.01813
 7 6        0.02352
 9 4       -0.02102
11 4        0.02061
11 6       -0.00645
15 2        0.99787
19 4       -0.03715
19 6       -0.03286
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   77   -1    3   6.26273   1
 
 -  p(h)^-1 -
 8 3       -0.13461
 8 5       -0.98929
12 3       -0.00252
18 1       -0.01007
20 3        0.02270
20 5       -0.05065
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   78   -1    3   6.93907   0
 
 -  p(h)^-1 -
 7 3       -0.10181
 7 5        0.73872
11 3        0.11628
17 1       -0.01747
19 3        0.02262
19 5       -0.03673
 8 4        0.10596
 8 6       -0.63392
12 4       -0.11582
18 2       -0.01747
20 4       -0.02056
20 6        0.03175
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   79   -1    3   9.21441   0
 
 -  p(h)^-1 -
 7 3        0.10847
 7 5        0.64963
11 3       -0.01449
17 1        0.00656
19 3       -0.02136
19 5        0.04430
 8 4        0.07624
 8 6        0.74586
12 4        0.01367
18 2       -0.00488
20 4       -0.01345
20 6        0.03203
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   80   -1    3  12.49435  -1
 
 -  p(h)^-1 -
 7 4       -0.12220
 7 6       -0.99020
11 4       -0.00054
17 2        0.00745
19 4        0.02479
19 6       -0.06252
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   81   -1    3  13.29950   1
 
 -  p(h)^-1 -
 8 3        0.97206
 8 5       -0.12425
12 3        0.12976
18 1       -0.00153
20 3        0.03512
20 5       -0.14691
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   82   -1    3  15.38406   0
 
 -  p(h)^-1 -
 7 3       -0.78097
 7 5       -0.10821
11 3        0.19893
17 1       -0.00952
19 3       -0.01234
19 5       -0.13583
 8 4        0.48063
 8 6        0.16831
12 4       -0.20550
18 2       -0.01033
20 4        0.00473
20 6        0.13570
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   83   -1    3  16.33649   0
 
 -  p(h)^-1 -
 7 3       -0.54802
 7 5        0.10773
11 3       -0.17177
17 1        0.00281
19 3       -0.02425
19 5        0.20833
 8 4       -0.77981
 8 6        0.04687
12 4       -0.02613
18 2        0.00299
20 4       -0.02198
20 6        0.05559
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   84   -1    3  17.12135   1
 
 -  p(h)^-1 -
 8 3        0.13234
 8 5       -0.06742
12 3        0.04783
18 1       -0.01058
20 3        0.04823
20 5        0.98652
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   85   -1    3  18.29038   1
 
 -  p(h)^-1 -
 8 3       -0.13209
 8 5        0.01543
12 3        0.98920
18 1        0.01294
20 3       -0.05413
20 5       -0.02640
 
 ________________________________________
 
 i     Parity    J        energy       Tz
   86   -1    3  18.83562   0
 
